0.00.416.140 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.416.942 W srv  llama_server: -----------------
0.00.416.944 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.416.945 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.416.946 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.416.946 W srv  llama_server: -----------------
0.00.423.490 I srv    load_model: loading model 'C:/inky_models/Qwen2.5-Coder-7B-Instruct-Q4_K_M.gguf'
0.00.778.512 W common_fit_params: failed to fit params to free device memory: n_gpu_layers already set by user to 28, abort
0.01.000.833 W load: control-looking token: 128247 '</s>' was not control-type; this is probably a bug in the model. its type will be overridden
0.04.516.072 I cmn          init: llama threadpool init, n_threads = 6
0.04.799.481 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 24576, kv_unified = 'false'
0.04.813.366 I srv  llama_server: model loaded
0.04.813.377 I srv  llama_server: listening on http://127.0.0.1:8080
0.04.813.377 W srv  llama_server: NOTICE: server default port will be changed to :9931 in a future release
0.04.813.378 W srv  llama_server:         ref: https://github.com/ggml-org/llama.cpp/pull/26508
0.08.540.329 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
79.07.240.801 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.904 (> 0.100 thold), f_keep = 0.945
79.07.240.951 I slot launch_slot_: id  0 | task 48799 | processing task, is_child = 0
79.12.312.948 I slot print_timing: id  0 | task 48799 | n_gen =    100, tg =  23.43 t/s, tg_3s =  23.66 t/s
79.15.353.880 I slot print_timing: id  0 | task 48799 | n_gen =    169, tg =  23.12 t/s, tg_3s =  22.69 t/s
79.18.377.028 I slot print_timing: id  0 | task 48799 | n_gen =    236, tg =  22.84 t/s, tg_3s =  22.16 t/s
79.20.377.738 I slot print_timing: id  0 | task 48799 | prompt eval time =     845.79 ms /   527 tokens (    1.60 ms per token,   623.09 tokens per second)
79.20.377.746 I slot print_timing: id  0 | task 48799 |        eval time =   12290.98 ms /   282 tokens (   43.74 ms per token,    22.86 tokens per second)
79.20.377.747 I slot print_timing: id  0 | task 48799 |       total time =   13136.77 ms /   809 tokens
79.20.377.748 I slot print_timing: id  0 | task 48799 |    graphs reused =      48678
79.20.378.016 I slot      release: id  0 | task 48799 | stop processing: n_tokens = 5769, truncated = 0
79.44.160.066 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.779 (> 0.100 thold), f_keep = 0.711
79.44.160.226 I slot launch_slot_: id  0 | task 49082 | processing task, is_child = 0
79.49.924.936 I slot print_timing: id  0 | task 49082 | n_gen =    100, tg =  22.01 t/s, tg_3s =  22.23 t/s
79.52.965.162 I slot print_timing: id  0 | task 49082 | n_gen =    166, tg =  21.89 t/s, tg_3s =  21.71 t/s
79.55.969.415 I slot print_timing: id  0 | task 49082 | n_gen =    231, tg =  21.82 t/s, tg_3s =  21.64 t/s
79.58.980.107 I slot print_timing: id  0 | task 49082 | n_gen =    296, tg =  21.77 t/s, tg_3s =  21.59 t/s
80.02.003.038 I slot print_timing: id  0 | task 49082 | n_gen =    366, tg =  22.02 t/s, tg_3s =  23.16 t/s
80.05.019.647 I slot print_timing: id  0 | task 49082 | n_gen =    436, tg =  22.20 t/s, tg_3s =  23.20 t/s
80.05.450.826 I slot print_timing: id  0 | task 49082 | prompt eval time =    1266.54 ms /  1165 tokens (    1.09 ms per token,   919.83 tokens per second)
80.05.450.841 I slot print_timing: id  0 | task 49082 |        eval time =   20024.04 ms /   446 tokens (   45.00 ms per token,    22.22 tokens per second)
80.05.450.842 I slot print_timing: id  0 | task 49082 |       total time =   21290.58 ms /  1611 tokens
80.05.450.843 I slot print_timing: id  0 | task 49082 |    graphs reused =      49120
80.05.451.176 I slot      release: id  0 | task 49082 | stop processing: n_tokens = 5713, truncated = 0
80.08.842.838 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.890 (> 0.100 thold), f_keep = 0.921
80.08.842.993 I slot launch_slot_: id  0 | task 49529 | processing task, is_child = 0
80.13.952.517 I slot print_timing: id  0 | task 49529 | n_gen =    100, tg =  23.47 t/s, tg_3s =  23.71 t/s
80.16.953.856 I slot print_timing: id  0 | task 49529 | n_gen =    170, tg =  23.41 t/s, tg_3s =  23.32 t/s
80.19.997.854 I slot print_timing: id  0 | task 49529 | n_gen =    241, tg =  23.38 t/s, tg_3s =  23.32 t/s
80.23.020.314 I slot print_timing: id  0 | task 49529 | n_gen =    311, tg =  23.33 t/s, tg_3s =  23.16 t/s
80.26.053.807 I slot print_timing: id  0 | task 49529 | n_gen =    380, tg =  23.22 t/s, tg_3s =  22.75 t/s
80.29.056.926 I slot print_timing: id  0 | task 49529 | prompt eval time =     891.76 ms /   652 tokens (    1.37 ms per token,   731.14 tokens per second)
80.29.056.942 I slot print_timing: id  0 | task 49529 |        eval time =   19322.15 ms /   446 tokens (   43.42 ms per token,    23.03 tokens per second)
80.29.056.943 I slot print_timing: id  0 | task 49529 |       total time =   20213.91 ms /  1098 tokens
80.29.056.944 I slot print_timing: id  0 | task 49529 |    graphs reused =      49563
80.29.057.307 I slot      release: id  0 | task 49529 | stop processing: n_tokens = 6359, truncated = 0
109.12.865.191 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.318 (> 0.100 thold), f_keep = 0.222
109.12.865.756 I slot launch_slot_: id  0 | task 49976 | processing task, is_child = 0
109.20.583.220 I slot print_timing: id  0 | task 49976 | n_gen =    100, tg =  20.96 t/s, tg_3s =  21.17 t/s
109.23.583.660 I slot print_timing: id  0 | task 49976 | n_gen =    161, tg =  20.72 t/s, tg_3s =  20.33 t/s
109.26.615.869 I slot print_timing: id  0 | task 49976 | n_gen =    224, tg =  20.73 t/s, tg_3s =  20.78 t/s
109.29.663.504 I slot print_timing: id  0 | task 49976 | n_gen =    288, tg =  20.79 t/s, tg_3s =  21.00 t/s
109.32.687.327 I slot print_timing: id  0 | task 49976 | n_gen =    354, tg =  20.98 t/s, tg_3s =  21.83 t/s
109.35.715.747 I slot print_timing: id  0 | task 49976 | n_gen =    419, tg =  21.05 t/s, tg_3s =  21.46 t/s
109.38.728.781 I slot print_timing: id  0 | task 49976 | n_gen =    488, tg =  21.30 t/s, tg_3s =  22.90 t/s
109.41.737.553 I slot print_timing: id  0 | task 49976 | n_gen =    557, tg =  21.49 t/s, tg_3s =  22.93 t/s
109.42.132.200 I slot print_timing: id  0 | task 49976 | prompt eval time =    2994.39 ms /  3024 tokens (    0.99 ms per token,  1009.89 tokens per second)
109.42.132.208 I slot print_timing: id  0 | task 49976 |        eval time =   26272.03 ms /   566 tokens (   46.50 ms per token,    21.51 tokens per second)
109.42.132.209 I slot print_timing: id  0 | task 49976 |       total time =   29266.42 ms /  3590 tokens
109.42.132.210 I slot print_timing: id  0 | task 49976 |    graphs reused =      50125
109.42.135.612 I slot      release: id  0 | task 49976 | stop processing: n_tokens = 5001, truncated = 0
110.04.207.945 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.982 (> 0.100 thold), f_keep = 0.860
110.04.208.083 I slot launch_slot_: id  0 | task 50544 | processing task, is_child = 0
110.09.252.876 I slot print_timing: id  0 | task 50544 | n_gen =    100, tg =  20.82 t/s, tg_3s =  21.03 t/s
110.12.289.083 I slot print_timing: id  0 | task 50544 | n_gen =    162, tg =  20.66 t/s, tg_3s =  20.42 t/s
110.14.124.430 I slot print_timing: id  0 | task 50544 | prompt eval time =     288.67 ms /    79 tokens (    3.65 ms per token,   273.67 tokens per second)
110.14.124.444 I slot print_timing: id  0 | task 50544 |        eval time =    9627.64 ms /   200 tokens (   48.38 ms per token,    20.67 tokens per second)
110.14.124.446 I slot print_timing: id  0 | task 50544 |       total time =    9916.31 ms /   279 tokens
110.14.124.448 I slot print_timing: id  0 | task 50544 |    graphs reused =      50323
110.14.124.731 I slot      release: id  0 | task 50544 | stop processing: n_tokens = 4581, truncated = 0
110.35.146.802 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.978 (> 0.100 thold), f_keep = 0.939
110.35.146.987 I slot launch_slot_: id  0 | task 50745 | processing task, is_child = 0
110.39.935.408 I slot print_timing: id  0 | task 50745 | n_gen =    100, tg =  22.39 t/s, tg_3s =  22.62 t/s
110.42.948.603 I slot print_timing: id  0 | task 50745 | n_gen =    165, tg =  22.06 t/s, tg_3s =  21.57 t/s
110.45.985.630 I slot print_timing: id  0 | task 50745 | n_gen =    220, tg =  20.91 t/s, tg_3s =  18.11 t/s
110.46.959.682 I slot print_timing: id  0 | task 50745 | prompt eval time =     366.78 ms /    97 tokens (    3.78 ms per token,   264.47 tokens per second)
110.46.959.698 I slot print_timing: id  0 | task 50745 |        eval time =   11445.90 ms /   238 tokens (   48.29 ms per token,    20.71 tokens per second)
110.46.959.700 I slot print_timing: id  0 | task 50745 |       total time =   11812.67 ms /   335 tokens
110.46.959.701 I slot print_timing: id  0 | task 50745 |    graphs reused =      50558
110.46.960.020 I slot      release: id  0 | task 50745 | stop processing: n_tokens = 4637, truncated = 0
111.08.057.579 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.984 (> 0.100 thold), f_keep = 0.928
111.08.057.709 I slot launch_slot_: id  0 | task 50984 | processing task, is_child = 0
111.12.789.956 I slot print_timing: id  0 | task 50984 | n_gen =    100, tg =  22.98 t/s, tg_3s =  23.22 t/s
111.15.846.176 I slot print_timing: id  0 | task 50984 | n_gen =    169, tg =  22.81 t/s, tg_3s =  22.58 t/s
111.18.867.758 I slot print_timing: id  0 | task 50984 | n_gen =    239, tg =  22.92 t/s, tg_3s =  23.17 t/s
111.21.908.444 I slot print_timing: id  0 | task 50984 | n_gen =    304, tg =  22.57 t/s, tg_3s =  21.38 t/s
111.24.947.230 I slot print_timing: id  0 | task 50984 | n_gen =    366, tg =  22.17 t/s, tg_3s =  20.40 t/s
111.26.561.003 I slot print_timing: id  0 | task 50984 | prompt eval time =     424.70 ms /    71 tokens (    5.98 ms per token,   167.18 tokens per second)
111.26.561.014 I slot print_timing: id  0 | task 50984 |        eval time =   18078.57 ms /   403 tokens (   44.97 ms per token,    22.24 tokens per second)
111.26.561.015 I slot print_timing: id  0 | task 50984 |       total time =   18503.27 ms /   474 tokens
111.26.561.017 I slot print_timing: id  0 | task 50984 |    graphs reused =      50958
111.26.561.489 I slot      release: id  0 | task 50984 | stop processing: n_tokens = 4776, truncated = 0
111.47.558.563 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.800 (> 0.100 thold), f_keep = 0.701
111.47.558.696 I slot launch_slot_: id  0 | task 51388 | processing task, is_child = 0
111.52.684.696 I slot print_timing: id  0 | task 51388 | n_gen =    100, tg =  23.80 t/s, tg_3s =  24.04 t/s
111.55.705.999 I slot print_timing: id  0 | task 51388 | n_gen =    171, tg =  23.67 t/s, tg_3s =  23.50 t/s
111.58.745.174 I slot print_timing: id  0 | task 51388 | n_gen =    242, tg =  23.58 t/s, tg_3s =  23.36 t/s
112.01.778.404 I slot print_timing: id  0 | task 51388 | n_gen =    312, tg =  23.47 t/s, tg_3s =  23.08 t/s
112.04.787.799 I slot print_timing: id  0 | task 51388 | n_gen =    380, tg =  23.30 t/s, tg_3s =  22.60 t/s
112.07.800.455 I slot print_timing: id  0 | task 51388 | n_gen =    449, tg =  23.24 t/s, tg_3s =  22.90 t/s
112.08.324.259 I slot print_timing: id  0 | task 51388 | prompt eval time =     966.17 ms /   837 tokens (    1.15 ms per token,   866.30 tokens per second)
112.08.324.274 I slot print_timing: id  0 | task 51388 |        eval time =   19799.37 ms /   461 tokens (   43.04 ms per token,    23.23 tokens per second)
112.08.324.276 I slot print_timing: id  0 | task 51388 |       total time =   20765.54 ms /  1298 tokens
112.08.325.315 I slot print_timing: id  0 | task 51388 |    graphs reused =      51415
112.08.325.625 I slot      release: id  0 | task 51388 | stop processing: n_tokens = 4647, truncated = 0
112.14.399.873 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.889 (> 0.100 thold), f_keep = 0.900
112.14.400.030 I slot launch_slot_: id  0 | task 51850 | processing task, is_child = 0
112.19.620.938 I slot print_timing: id  0 | task 51850 | n_gen =    100, tg =  22.79 t/s, tg_3s =  23.02 t/s
112.22.652.341 I slot print_timing: id  0 | task 51850 | n_gen =    169, tg =  22.78 t/s, tg_3s =  22.76 t/s
112.25.656.152 I slot print_timing: id  0 | task 51850 | n_gen =    234, tg =  22.45 t/s, tg_3s =  21.64 t/s
112.28.700.888 I slot print_timing: id  0 | task 51850 | n_gen =    298, tg =  22.13 t/s, tg_3s =  21.01 t/s
112.31.712.647 I slot print_timing: id  0 | task 51850 | n_gen =    361, tg =  21.90 t/s, tg_3s =  20.92 t/s
112.34.769.084 I slot print_timing: id  0 | task 51850 | n_gen =    422, tg =  21.60 t/s, tg_3s =  19.96 t/s
112.37.810.074 I slot print_timing: id  0 | task 51850 | n_gen =    475, tg =  21.04 t/s, tg_3s =  17.43 t/s
112.38.028.795 I slot print_timing: id  0 | task 51850 | prompt eval time =     877.73 ms /   522 tokens (    1.68 ms per token,   594.72 tokens per second)
112.38.029.597 I slot print_timing: id  0 | task 51850 |        eval time =   22750.99 ms /   479 tokens (   47.60 ms per token,    21.01 tokens per second)
112.38.029.609 I slot print_timing: id  0 | task 51850 |       total time =   23628.72 ms /  1001 tokens
112.38.029.611 I slot print_timing: id  0 | task 51850 |    graphs reused =      51890
112.38.030.150 I slot      release: id  0 | task 51850 | stop processing: n_tokens = 5181, truncated = 0
113.02.733.407 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.818 (> 0.100 thold), f_keep = 0.807
113.02.733.549 I slot launch_slot_: id  0 | task 52330 | processing task, is_child = 0
113.08.368.318 I slot print_timing: id  0 | task 52330 | n_gen =    100, tg =  21.59 t/s, tg_3s =  21.80 t/s
113.11.392.139 I slot print_timing: id  0 | task 52330 | n_gen =    165, tg =  21.55 t/s, tg_3s =  21.50 t/s
113.14.427.312 I slot print_timing: id  0 | task 52330 | n_gen =    230, tg =  21.51 t/s, tg_3s =  21.42 t/s
113.17.446.134 I slot print_timing: id  0 | task 52330 | n_gen =    297, tg =  21.66 t/s, tg_3s =  22.19 t/s
113.20.460.695 I slot print_timing: id  0 | task 52330 | n_gen =    364, tg =  21.76 t/s, tg_3s =  22.23 t/s
113.23.461.167 I slot print_timing: id  0 | task 52330 | n_gen =    430, tg =  21.80 t/s, tg_3s =  22.00 t/s
113.25.757.856 I slot print_timing: id  0 | task 52330 | prompt eval time =    1048.46 ms /   928 tokens (    1.13 ms per token,   885.11 tokens per second)
113.25.757.868 I slot print_timing: id  0 | task 52330 |        eval time =   21975.83 ms /   479 tokens (   45.97 ms per token,    21.75 tokens per second)
113.25.757.869 I slot print_timing: id  0 | task 52330 |       total time =   23024.28 ms /  1407 tokens
113.25.757.870 I slot print_timing: id  0 | task 52330 |    graphs reused =      52365
113.25.758.193 I slot      release: id  0 | task 52330 | stop processing: n_tokens = 5588, truncated = 0
113.30.564.652 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.917 (> 0.100 thold), f_keep = 0.913
113.30.564.815 I slot launch_slot_: id  0 | task 52810 | processing task, is_child = 0
113.35.721.042 I slot print_timing: id  0 | task 52810 | n_gen =    100, tg =  21.72 t/s, tg_3s =  21.94 t/s
113.38.748.378 I slot print_timing: id  0 | task 52810 | n_gen =    165, tg =  21.62 t/s, tg_3s =  21.47 t/s
113.41.782.117 I slot print_timing: id  0 | task 52810 | n_gen =    230, tg =  21.56 t/s, tg_3s =  21.43 t/s
113.44.816.300 I slot print_timing: id  0 | task 52810 | n_gen =    294, tg =  21.46 t/s, tg_3s =  21.09 t/s
113.47.843.054 I slot print_timing: id  0 | task 52810 | n_gen =    359, tg =  21.46 t/s, tg_3s =  21.48 t/s
113.50.848.888 I slot print_timing: id  0 | task 52810 | n_gen =    425, tg =  21.54 t/s, tg_3s =  21.96 t/s
113.53.290.390 I slot print_timing: id  0 | task 52810 | prompt eval time =     597.32 ms /   462 tokens (    1.29 ms per token,   773.45 tokens per second)
113.53.290.406 I slot print_timing: id  0 | task 52810 |        eval time =   22128.23 ms /   479 tokens (   46.29 ms per token,    21.60 tokens per second)
113.53.290.407 I slot print_timing: id  0 | task 52810 |       total time =   22725.55 ms /   941 tokens
113.53.290.408 I slot print_timing: id  0 | task 52810 |    graphs reused =      52840
113.53.290.850 I slot      release: id  0 | task 52810 | stop processing: n_tokens = 6044, truncated = 0
114.17.954.304 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.999 (> 0.100 thold), f_keep = 0.844
114.17.954.506 I slot launch_slot_: id  0 | task 53290 | processing task, is_child = 0
114.23.165.569 I slot print_timing: id  0 | task 53290 | n_gen =    100, tg =  19.87 t/s, tg_3s =  20.07 t/s
114.26.206.839 I slot print_timing: id  0 | task 53290 | n_gen =    165, tg =  20.44 t/s, tg_3s =  21.37 t/s
114.29.223.470 I slot print_timing: id  0 | task 53290 | n_gen =    230, tg =  20.74 t/s, tg_3s =  21.55 t/s
114.32.223.626 I slot print_timing: id  0 | task 53290 | n_gen =    294, tg =  20.87 t/s, tg_3s =  21.33 t/s
114.35.252.178 I slot print_timing: id  0 | task 53290 | n_gen =    360, tg =  21.03 t/s, tg_3s =  21.79 t/s
114.38.276.942 I slot print_timing: id  0 | task 53290 | n_gen =    423, tg =  21.00 t/s, tg_3s =  20.83 t/s
114.40.999.303 I slot print_timing: id  0 | task 53290 | prompt eval time =     227.88 ms /     6 tokens (   37.98 ms per token,    26.33 tokens per second)
114.40.999.322 I slot print_timing: id  0 | task 53290 |        eval time =   22816.88 ms /   479 tokens (   47.73 ms per token,    20.95 tokens per second)
114.40.999.324 I slot print_timing: id  0 | task 53290 |       total time =   23044.76 ms /   485 tokens
114.40.999.326 I slot print_timing: id  0 | task 53290 |    graphs reused =      53315
114.40.999.814 I slot      release: id  0 | task 53290 | stop processing: n_tokens = 5588, truncated = 0
114.47.091.246 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.917 (> 0.100 thold), f_keep = 0.913
114.47.091.420 I slot launch_slot_: id  0 | task 53770 | processing task, is_child = 0
114.52.377.260 I slot print_timing: id  0 | task 53770 | n_gen =    100, tg =  21.39 t/s, tg_3s =  21.60 t/s
114.55.385.528 I slot print_timing: id  0 | task 53770 | n_gen =    162, tg =  21.08 t/s, tg_3s =  20.62 t/s
114.58.408.935 I slot print_timing: id  0 | task 53770 | n_gen =    226, tg =  21.10 t/s, tg_3s =  21.16 t/s
115.01.420.530 I slot print_timing: id  0 | task 53770 | n_gen =    288, tg =  20.99 t/s, tg_3s =  20.59 t/s
115.04.420.890 I slot print_timing: id  0 | task 53770 | n_gen =    348, tg =  20.81 t/s, tg_3s =  20.00 t/s
115.07.450.091 I slot print_timing: id  0 | task 53770 | n_gen =    412, tg =  20.86 t/s, tg_3s =  21.13 t/s
115.10.454.498 I slot print_timing: id  0 | task 53770 | n_gen =    476, tg =  20.92 t/s, tg_3s =  21.30 t/s
115.10.592.903 I slot print_timing: id  0 | task 53770 | prompt eval time =     656.45 ms /   462 tokens (    1.42 ms per token,   703.78 tokens per second)
115.10.592.917 I slot print_timing: id  0 | task 53770 |        eval time =   22845.01 ms /   479 tokens (   47.79 ms per token,    20.92 tokens per second)
115.10.592.919 I slot print_timing: id  0 | task 53770 |       total time =   23501.46 ms /   941 tokens
115.10.592.920 I slot print_timing: id  0 | task 53770 |    graphs reused =      53790
115.10.593.300 I slot      release: id  0 | task 53770 | stop processing: n_tokens = 6044, truncated = 0
118.41.994.070 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.250 (> 0.100 thold), f_keep = 0.240
118.42.164.647 I slot launch_slot_: id  0 | task 54250 | processing task, is_child = 0
118.45.336.478 I slot print_timing: id  0 | task 54250 | prompt processing, n_tokens =   4096, progress = 0.96, t =   3.17 s / 1291.40 tokens per second
118.50.198.868 I slot print_timing: id  0 | task 54250 | n_gen =    100, tg =  23.52 t/s, tg_3s =  23.75 t/s
118.53.227.569 I slot print_timing: id  0 | task 54250 | n_gen =    170, tg =  23.35 t/s, tg_3s =  23.11 t/s
118.55.445.518 I slot print_timing: id  0 | task 54250 | prompt eval time =    3824.13 ms /  4346 tokens (    0.88 ms per token,  1136.47 tokens per second)
118.55.445.532 I slot print_timing: id  0 | task 54250 |        eval time =    9456.71 ms /   222 tokens (   42.79 ms per token,    23.37 tokens per second)
